[27, 27,  to_date('9:03', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3153, 3030, to_date('13:52', 'hh24:mi'), to_date('17:51', 'hh24:mi')]
[3154, 3031,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3155, 3032,  to_date('10:40', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3156, 3033,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3157, 3034,  to_date('9:06', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3158, 3035,  to_date('9:18', 'hh24:mi'),  to_date('10:08', 'hh24:mi')]
[3159, 3035,  to_date('11:40', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3160, 3036,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3161, 3037,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3162, 3038,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3163, 3039,  to_date('9:05', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3164, 3040,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3165, 3041,  to_date('10:19', 'hh24:mi'),  to_date('11:04', 'hh24:mi')]
[3166, 3041,  to_date('12:41', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3167, 3042,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3168, 3043,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3169, 3044,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3170, 3045,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3171, 3046,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3172, 3047,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3173, 3048,  to_date('9:08', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3174, 3049,  to_date('9:08', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3175, 3050,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3176, 3051,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3177, 3052,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3178, 3053, to_date('9:03', 'hh24:mi'), to_date('11:21', 'hh24:mi')]
[3179, 3053, to_date('12:43', 'hh24:mi'), to_date('17:50', 'hh24:mi')]
[3180, 3054,  to_date('9:10', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3181, 3055,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3182, 3056,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3183, 3057,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3184, 3058,  to_date('9:41', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3185, 3059,  to_date('9:08', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3186, 3060,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3187, 3061,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3188, 3062,  to_date('10:28', 'hh24:mi'),  to_date('11:45', 'hh24:mi')]
[3189, 3062,  to_date('12:57', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3190, 3063,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3191, 3064,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3192, 3065,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3193, 3066,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3194, 3067,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3195, 3068,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3248, 3121,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3249, 3122,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3250, 3123,  to_date('10:27', 'hh24:mi'),  to_date('10:59', 'hh24:mi')]
[3251, 3124,  to_date('9:42', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3252, 3125,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3253, 3126,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3254, 3127,  to_date('9:05', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3255, 3128,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3256, 3129,  to_date('9:04', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3257, 3130,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3258, 3131,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3259, 3132,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3260, 3133,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3261, 3134,  to_date('10:32', 'hh24:mi'),  to_date('10:06', 'hh24:mi')]
[3262, 3134,  to_date('11:39', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3263, 3135,  to_date('9:03', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3264, 3136,  to_date('9:07', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3265, 3137,  to_date('9:17', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3266, 3138,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3267, 3139,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3268, 3140,  to_date('9:03', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3269, 3141, to_date('9:01', 'hh24:mi'), to_date('12:51', 'hh24:mi')]
[3270, 3141, to_date('13:59', 'hh24:mi'), to_date('17:58', 'hh24:mi')]
[3271, 3142,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3272, 3143,  to_date('9:03', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3273, 3144,  to_date('10:15', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3274, 3145,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3275, 3146,  to_date('9:48', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3276, 3147,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3277, 3148,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3278, 3149,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3279, 3150,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3280, 3151,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3281, 3152,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3282, 3153,  to_date('10:24', 'hh24:mi'),  to_date('11:28', 'hh24:mi')]
[3283, 3153,  to_date('12:53', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3284, 3154,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3285, 3155,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3286, 3156,  to_date('10:59', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3287, 3157,  to_date('10:55', 'hh24:mi'),  to_date('11:46', 'hh24:mi')]
[3288, 3158,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3289, 3159,  to_date('9:06', 'hh24:mi'),  to_date('11:59', 'hh24:mi')]
[3290, 3160,  to_date('10:58', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3291, 3161,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3292, 3162,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3293, 3163,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3294, 3164,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3295, 3165,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3296, 3166,  to_date('9:00', 'hh24:mi'),  to_date('12:13', 'hh24:mi')]
[3297, 3167,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3298, 3168,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3299, 3169,  to_date('9:36', 'hh24:mi'),  to_date('10:16', 'hh24:mi')]
[3300, 3169,  to_date('11:30', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3301, 3170,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3302, 3171,  to_date('9:10', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3303, 3172,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3304, 3173,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3305, 3174,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3306, 3175,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3307, 3176,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3308, 3177,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3309, 3178,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3310, 3179,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3311, 3180,  to_date('9:02', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3312, 3181,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3313, 3182,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3314, 3183,  to_date('9:32', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3315, 3184,  to_date('9:04', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3316, 3185,  to_date('9:43', 'hh24:mi'),  to_date('14:22', 'hh24:mi')]
[3317, 3185,  to_date('15:56', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3318, 3186,  to_date('9:01', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3319, 3187,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3320, 3188,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3321, 3189,  to_date('9:57', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3322, 3190,  to_date('9:06', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3323, 3191,  to_date('9:07', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3324, 3192,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3325, 3193, to_date('9:06', 'hh24:mi'), to_date('14:17', 'hh24:mi')]
[3326, 3193, to_date('15:39', 'hh24:mi'), to_date('17:52', 'hh24:mi')]
[3327, 3194,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3328, 3195,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3329, 3196,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3330, 3197,  to_date('9:01', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3331, 3198,  to_date('9:03', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3332, 3199,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3333, 3200,  to_date('9:37', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3334, 3201,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3335, 3202,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3336, 3203,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3337, 3204,  to_date('9:36', 'hh24:mi'),  to_date('12:42', 'hh24:mi')]
[3338, 3204,  to_date('13:51', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3339, 3205,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3340, 3206,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3341, 3207,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3342, 3208,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3343, 3209,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3344, 3210,  to_date('9:09', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3345, 3211,  to_date('10:19', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3346, 3212,  to_date('9:10', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3347, 3213,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3348, 3214,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3349, 3215,  to_date('9:09', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3350, 3216,  to_date('9:08', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3351, 3217, to_date('9:10', 'hh24:mi'), to_date('14:59', 'hh24:mi')]
[3352, 3217, to_date('15:38', 'hh24:mi'), to_date('17:57', 'hh24:mi')]
[3353, 3218,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3354, 3219,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3355, 3220,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3356, 3221,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3357, 3222,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3358, 3223,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3359, 3224,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3360, 3225,  to_date('9:00', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3361, 3226,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3362, 3227,  to_date('9:01', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3363, 3228,  to_date('9:03', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3364, 3229,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3365, 3230,  to_date('9:01', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3366, 3231,  to_date('9:07', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3367, 3232,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3368, 3233,  to_date('9:07', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3369, 3234,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3370, 3235,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3371, 3236,  to_date('9:00', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3372, 3237,  to_date('9:09', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3373, 3238,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3374, 3239,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3375, 3240,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3376, 3241,  to_date('9:02', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3377, 3242,  to_date('9:01', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3378, 3243,  to_date('9:01', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3379, 3244,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3380, 3245,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3381, 3246,  to_date('9:05', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3382, 3247,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3383, 3248,  to_date('9:05', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3384, 3249,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3385, 3250,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3438, 3303,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3439, 3304,  to_date('9:07', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3440, 3305,  to_date('9:50', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3441, 3306,  to_date('9:08', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3442, 3307,  to_date('10:47', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3443, 3308,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3444, 3309,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3445, 3310,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3446, 3311,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3447, 3312,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3448, 3313,  to_date('9:10', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3449, 3314,  to_date('9:06', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3450, 3315,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3451, 3316,  to_date('9:07', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3452, 3317,  to_date('9:06', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3453, 3318,  to_date('10:36', 'hh24:mi'),  to_date('13:08', 'hh24:mi')]
[3454, 3319,  to_date('9:10', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3455, 3320,  to_date('9:09', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3456, 3321,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3457, 3322,  to_date('9:08', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3458, 3323,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3459, 3324,  to_date('9:08', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3460, 3325,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3461, 3326,  to_date('9:07', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3462, 3327,  to_date('9:28', 'hh24:mi'),  to_date('15:10', 'hh24:mi')]
[3463, 3328,  to_date('10:48', 'hh24:mi'),  to_date('15:58', 'hh24:mi')]
[3464, 3329,  to_date('9:04', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3465, 3330,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3466, 3331,  to_date('9:11', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3467, 3332,  to_date('9:03', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3468, 3333,  to_date('9:04', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3469, 3334,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3470, 3335,  to_date('9:02', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3471, 3336,  to_date('9:00', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3472, 3337,  to_date('9:06', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3473, 3338,  to_date('9:08', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3474, 3339,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3475, 3340,  to_date('9:02', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3476, 3341,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3477, 3342,  to_date('9:04', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3478, 3343,  to_date('9:23', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3479, 3344,  to_date('9:10', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3480, 3345,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3481, 3346,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3482, 3347,  to_date('9:05', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3483, 3348,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3484, 3349,  to_date('9:10', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3485, 3350,  to_date('10:27', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3486, 3351,  to_date('9:05', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3487, 3352,  to_date('9:05', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3488, 3353,  to_date('9:05', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3489, 3354,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3490, 3355,  to_date('9:07', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3491, 3356,  to_date('9:06', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3492, 3357,  to_date('9:01', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3493, 3358,  to_date('9:03', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3494, 3359,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3495, 3360, to_date('9:07', 'hh24:mi'), to_date('14:26', 'hh24:mi')]
[3496, 3360, to_date('15:53', 'hh24:mi'), to_date('17:55', 'hh24:mi')]
[3497, 3361,  to_date('9:09', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3498, 3362,  to_date('9:00', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3499, 3363,  to_date('9:08', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3500, 3364,  to_date('10:33', 'hh24:mi'),  to_date('14:43', 'hh24:mi')]
[3501, 3364,  to_date('15:51', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3502, 3365,  to_date('9:08', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3503, 3366,  to_date('10:17', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3504, 3367,  to_date('9:07', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3505, 3368,  to_date('10:12', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3506, 3369,  to_date('9:47', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3507, 3370,  to_date('9:03', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3508, 3371,  to_date('9:07', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3509, 3372,  to_date('9:05', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3510, 3373,  to_date('9:06', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3511, 3374,  to_date('9:01', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3512, 3375,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3513, 3376, to_date('9:03', 'hh24:mi'), to_date('14:43', 'hh24:mi')]
[3514, 3376, to_date('15:56', 'hh24:mi'), to_date('17:58', 'hh24:mi')]
[3515, 3377,  to_date('9:00', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3516, 3378,  to_date('9:02', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3517, 3379,  to_date('9:09', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3518, 3380,  to_date('9:01', 'hh24:mi'),  to_date('17:50', 'hh24:mi')]
[3519, 3381,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3520, 3382,  to_date('9:09', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3521, 3383, to_date('9:04', 'hh24:mi'), to_date('10:05', 'hh24:mi')]
[3522, 3383, to_date('11:49', 'hh24:mi'), to_date('17:57', 'hh24:mi')]
[3523, 3384,  to_date('9:02', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3524, 3385,  to_date('9:06', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3525, 3386,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3526, 3387,  to_date('9:04', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3527, 3388,  to_date('9:10', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3528, 3389,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3529, 3390,  to_date('9:23', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3530, 3391,  to_date('9:54', 'hh24:mi'),  to_date('17:56', 'hh24:mi')]
[3531, 3392,  to_date('9:06', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3532, 3393,  to_date('9:08', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3533, 3394,  to_date('9:00', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3534, 3395,  to_date('9:03', 'hh24:mi'),  to_date('17:52', 'hh24:mi')]
[3535, 3396,  to_date('9:04', 'hh24:mi'),  to_date('17:58', 'hh24:mi')]
[3536, 3397,  to_date('9:21', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3537, 3398,  to_date('9:51', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3538, 3399,  to_date('9:13', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3539, 3400,  to_date('9:14', 'hh24:mi'),  to_date('11:48', 'hh24:mi')]
[3540, 3400,  to_date('12:39', 'hh24:mi'),  to_date('17:59', 'hh24:mi')]
[3541, 3401, to_date('9:08', 'hh24:mi'), to_date('10:12', 'hh24:mi')]
[3542, 3401, to_date('11:57', 'hh24:mi'), to_date('17:56', 'hh24:mi')]
[3543, 3402,  to_date('9:14', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3544, 3403,  to_date('9:05', 'hh24:mi'),  to_date('10:16', 'hh24:mi')]
[3545, 3404, to_date('9:09', 'hh24:mi'), to_date('14:56', 'hh24:mi')]
[3546, 3404, to_date('15:37', 'hh24:mi'), to_date('17:57', 'hh24:mi')]
[3547, 3405,  to_date('9:09', 'hh24:mi'),  to_date('17:53', 'hh24:mi')]
[3548, 3406,  to_date('9:02', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3549, 3407,  to_date('9:02', 'hh24:mi'),  to_date('17:57', 'hh24:mi')]
[3550, 3408,  to_date('9:04', 'hh24:mi'),  to_date('17:54', 'hh24:mi')]
[3551, 3409,  to_date('9:00', 'hh24:mi'),  to_date('17:51', 'hh24:mi')]
[3552, 3410,  to_date('9:36', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
[3553, 3411,  to_date('9:00', 'hh24:mi'),  to_date('17:55', 'hh24:mi')]
